,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
176,0-203-0-11514,T,1778,14:00,MIN,-6.7,,,
180,0-203-0-11514,T,1778,21:00,AVG,10.2,,,
184,0-203-0-11514,T,1778,21:00,MAX,27.8,,,
188,0-203-0-11514,T,1778,21:00,MIN,-6.0,,,
192,0-203-0-11514,T,1779,AVG,AVG,10.4,,,
196,0-203-0-11514,T,1779,AVG,MAX,25.0,,,
200,0-203-0-11514,T,1779,AVG,MIN,-8.9,,,
204,0-203-0-11514,T,1779,07:00,AVG,7.8,,,
208,0-203-0-11514,T,1779,07:00,MAX,21.9,,,
212,0-203-0-11514,T,1779,07:00,MIN,-12.9,,,
216,0-203-0-11514,T,1779,14:00,AVG,13.1,,,
220,0-203-0-11514,T,1779,14:00,MAX,28.8,*,,
224,0-203-0-11514,T,1779,14:00,MIN,-7.6,,,
228,0-203-0-11514,T,1779,21:00,AVG,10.4,,,
232,0-203-0-11514,T,1779,21:00,MAX,25.1,,,
236,0-203-0-11514,T,1779,21:00,MIN,-9.0,,,
240,0-203-0-11514,T,1780,AVG,AVG,8.9,,,
244,0-203-0-11514,T,1780,AVG,MAX,23.2,,,
248,0-203-0-11514,T,1780,AVG,MIN,-10.9,,,
252,0-203-0-11514,T,1780,07:00,AVG,6.2,,,
256,0-203-0-11514,T,1780,07:00,MAX,21.9,,,
260,0-203-0-11514,T,1780,07:00,MIN,-16.2,,,
264,0-203-0-11514,T,1780,14:00,AVG,11.4,,,
268,0-203-0-11514,T,1780,14:00,MAX,27.5,,,
272,0-203-0-11514,T,1780,14:00,MIN,-8.6,,,
276,0-203-0-11514,T,1780,21:00,AVG,9.0,,,
280,0-203-0-11514,T,1780,21:00,MAX,24.0,,,
284,0-203-0-11514,T,1780,21:00,MIN,-11.0,,,
288,0-203-0-11514,T,1781,AVG,AVG,10.3,,,
292,0-203-0-11514,T,1781,AVG,MAX,30.3,,,
296,0-203-0-11514,T,1781,AVG,MIN,-8.8,,,
300,0-203-0-11514,T,1781,07:00,AVG,8.1,,,
304,0-203-0-11514,T,1781,07:00,MAX,27.8,,,
308,0-203-0-11514,T,1781,07:00,MIN,-12.7,,,
312,0-203-0-11514,T,1781,14:00,AVG,12.7,,,
316,0-203-0-11514,T,1781,14:00,MAX,33.4,,,
320,0-203-0-11514,T,1781,14:00,MIN,-6.8,,,
324,0-203-0-11514,T,1781,21:00,AVG,10.3,,,
328,0-203-0-11514,T,1781,21:00,MAX,30.0,,,
332,0-203-0-11514,T,1781,21:00,MIN,-9.0,*,,
336,0-203-0-11514,T,1782,AVG,AVG,9.0,,,
340,0-203-0-11514,T,1782,AVG,MAX,31.9,,,
344,0-203-0-11514,T,1782,AVG,MIN,-16.4,,,
348,0-203-0-11514,T,1782,07:00,AVG,7.1,,,
352,0-203-0-11514,T,1782,07:00,MAX,26.2,,,
356,0-203-0-11514,T,1782,07:00,MIN,-18.7,,,
360,0-203-0-11514,T,1782,14:00,AVG,11.2,,,
364,0-203-0-11514,T,1782,14:00,MAX,34.8,,,
368,0-203-0-11514,T,1782,14:00,MIN,-13.6,,,
372,0-203-0-11514,T,1782,21:00,AVG,8.7,,,
376,0-203-0-11514,T,1782,21:00,MAX,33.4,,,
380,0-203-0-11514,T,1782,21:00,MIN,-16.7,,,
384,0-203-0-11514,T,1783,AVG,AVG,10.1,,,
388,0-203-0-11514,T,1783,AVG,MAX,28.5,,,
392,0-203-0-11514,T,1783,AVG,MIN,-20.1,,,
396,0-203-0-11514,T,1783,07:00,AVG,8.1,,,
400,0-203-0-11514,T,1783,07:00,MAX,24.7,,,
404,0-203-0-11514,T,1783,07:00,MIN,-20.4,,,
408,0-203-0-11514,T,1783,14:00,AVG,12.5,,,
412,0-203-0-11514,T,1783,14:00,MAX,31.9,,,
416,0-203-0-11514,T,1783,14:00,MIN,-17.3,,,
420,0-203-0-11514,T,1783,21:00,AVG,9.9,,,
424,0-203-0-11514,T,1783,21:00,MAX,28.6,,,
428,0-203-0-11514,T,1783,21:00,MIN,-21.4,,,
432,0-203-0-11514,T,1784,AVG,AVG,8.4,,,
436,0-203-0-11514,T,1784,AVG,MAX,25.2,*,,
440,0-203-0-11514,T,1784,AVG,MIN,-23.4,,,
444,0-203-0-11514,T,1784,07:00,AVG,6.1,,,
448,0-203-0-11514,T,1784,07:00,MAX,24.6,,,
452,0-203-0-11514,T,1784,07:00,MIN,-25.4,,,
456,0-203-0-11514,T,1784,14:00,AVG,10.9,,,
460,0-203-0-11514,T,1784,14:00,MAX,30.6,,,
464,0-203-0-11514,T,1784,14:00,MIN,-23.8,,,
468,0-203-0-11514,T,1784,21:00,AVG,8.2,,,
472,0-203-0-11514,T,1784,21:00,MAX,26.1,*,,
476,0-203-0-11514,T,1784,21:00,MIN,-23.4,,,
480,0-203-0-11514,T,1785,AVG,AVG,7.9,,,
484,0-203-0-11514,T,1785,AVG,MAX,26.7,,,
488,0-203-0-11514,T,1785,AVG,MIN,-21.3,,,
492,0-203-0-11514,T,1785,07:00,AVG,5.5,,,
496,0-203-0-11514,T,1785,07:00,MAX,23.3,,,
500,0-203-0-11514,T,1785,07:00,MIN,-27.6,,,
504,0-203-0-11514,T,1785,14:00,AVG,10.7,,,
508,0-203-0-11514,T,1785,14:00,MAX,30.9,,,
512,0-203-0-11514,T,1785,14:00,MIN,-16.5,,,
516,0-203-0-11514,T,1785,21:00,AVG,7.6,,,
520,0-203-0-11514,T,1785,21:00,MAX,27.3,*,,
524,0-203-0-11514,T,1785,21:00,MIN,-22.7,,,
528,0-203-0-11514,T,1786,AVG,AVG,7.4,,,
532,0-203-0-11514,T,1786,AVG,MAX,21.8,,,
536,0-203-0-11514,T,1786,AVG,MIN,-19.0,,,
540,0-203-0-11514,T,1786,07:00,AVG,5.7,,,
544,0-203-0-11514,T,1786,07:00,MAX,21.2,,,
548,0-203-0-11514,T,1786,07:00,MIN,-20.6,,,
552,0-203-0-11514,T,1786,14:00,AVG,9.9,,,
556,0-203-0-11514,T,1786,14:00,MAX,26.5,,,
560,0-203-0-11514,T,1786,14:00,MIN,-15.2,*,,
564,0-203-0-11514,T,1786,21:00,AVG,7.0,,,
568,0-203-0-11514,T,1786,21:00,MAX,21.7,,,
572,0-203-0-11514,T,1786,21:00,MIN,-20.3,,,
576,0-203-0-11514,T,1787,AVG,AVG,10.2,,,
580,0-203-0-11514,T,1787,AVG,MAX,27.7,,,
584,0-203-0-11514,T,1787,AVG,MIN,-9.0,,,
588,0-203-0-11514,T,1787,07:00,AVG,8.0,,,
592,0-203-0-11514,T,1787,07:00,MAX,25.2,,,
596,0-203-0-11514,T,1787,07:00,MIN,-10.8,,,
600,0-203-0-11514,T,1787,14:00,AVG,12.5,,,
604,0-203-0-11514,T,1787,14:00,MAX,31.8,,,
608,0-203-0-11514,T,1787,14:00,MIN,-7.3,,,
612,0-203-0-11514,T,1787,21:00,AVG,10.2,,,
616,0-203-0-11514,T,1787,21:00,MAX,27.4,,,
620,0-203-0-11514,T,1787,21:00,MIN,-9.1,,,
624,0-203-0-11514,T,1788,AVG,AVG,9.8,,,
628,0-203-0-11514,T,1788,AVG,MAX,27.4,,,
632,0-203-0-11514,T,1788,AVG,MIN,-20.2,,,
636,0-203-0-11514,T,1788,07:00,AVG,7.5,,,
640,0-203-0-11514,T,1788,07:00,MAX,24.4,,,
644,0-203-0-11514,T,1788,07:00,MIN,-23.6,,,
648,0-203-0-11514,T,1788,14:00,AVG,11.9,,,
652,0-203-0-11514,T,1788,14:00,MAX,33.0,,,
656,0-203-0-11514,T,1788,14:00,MIN,-17.7,,,
660,0-203-0-11514,T,1788,21:00,AVG,9.8,,,
664,0-203-0-11514,T,1788,21:00,MAX,28.7,,,
668,0-203-0-11514,T,1788,21:00,MIN,-19.7,,,
672,0-203-0-11514,T,1789,AVG,AVG,10.2,,,
676,0-203-0-11514,T,1789,AVG,MAX,25.5,,,
680,0-203-0-11514,T,1789,AVG,MIN,-23.2,*,,
684,0-203-0-11514,T,1789,07:00,AVG,8.4,,,
688,0-203-0-11514,T,1789,07:00,MAX,22.3,,,
692,0-203-0-11514,T,1789,07:00,MIN,-27.0,*,,
696,0-203-0-11514,T,1789,14:00,AVG,12.7,,,
700,0-203-0-11514,T,1789,14:00,MAX,31.7,,,
704,0-203-0-11514,T,1789,14:00,MIN,-21.2,,,
708,0-203-0-11514,T,1789,21:00,AVG,9.8,,,
712,0-203-0-11514,T,1789,21:00,MAX,24.4,,,
716,0-203-0-11514,T,1789,21:00,MIN,-24.8,,,
720,0-203-0-11514,T,1790,AVG,AVG,10.2,,,
724,0-203-0-11514,T,1790,AVG,MAX,26.4,,,
728,0-203-0-11514,T,1790,AVG,MIN,-3.6,,,
732,0-203-0-11514,T,1790,07:00,AVG,8.2,,,
736,0-203-0-11514,T,1790,07:00,MAX,22.8,,,
740,0-203-0-11514,T,1790,07:00,MIN,-5.6,*,,
744,0-203-0-11514,T,1790,14:00,AVG,12.8,,,
748,0-203-0-11514,T,1790,14:00,MAX,31.6,,,
752,0-203-0-11514,T,1790,14:00,MIN,-3.0,,,
756,0-203-0-11514,T,1790,21:00,AVG,9.8,,,
760,0-203-0-11514,T,1790,21:00,MAX,26.8,,,
764,0-203-0-11514,T,1790,21:00,MIN,-5.1,,,
768,0-203-0-11514,T,1791,AVG,AVG,11.1,,,
772,0-203-0-11514,T,1791,AVG,MAX,27.8,,,
776,0-203-0-11514,T,1791,AVG,MIN,-3.1,,,
780,0-203-0-11514,T,1791,07:00,AVG,9.2,,,
784,0-203-0-11514,T,1791,07:00,MAX,26.1,,,
788,0-203-0-11514,T,1791,07:00,MIN,-6.5,,,
792,0-203-0-11514,T,1791,14:00,AVG,13.7,,,
796,0-203-0-11514,T,1791,14:00,MAX,32.5,,,
800,0-203-0-11514,T,1791,14:00,MIN,-2.2,,,
804,0-203-0-11514,T,1791,21:00,AVG,10.8,,,
808,0-203-0-11514,T,1791,21:00,MAX,28.3,,,
812,0-203-0-11514,T,1791,21:00,MIN,-4.2,,,
816,0-203-0-11514,T,1792,AVG,AVG,10.3,,,
820,0-203-0-11514,T,1792,AVG,MAX,27.7,,,
824,0-203-0-11514,T,1792,AVG,MIN,-14.2,,,
828,0-203-0-11514,T,1792,07:00,AVG,8.4,,,
832,0-203-0-11514,T,1792,07:00,MAX,25.7,,,
836,0-203-0-11514,T,1792,07:00,MIN,-17.6,,,
840,0-203-0-11514,T,1792,14:00,AVG,13.0,,,
844,0-203-0-11514,T,1792,14:00,MAX,32.0,*,,
848,0-203-0-11514,T,1792,14:00,MIN,-11.8,,,
852,0-203-0-11514,T,1792,21:00,AVG,9.8,,,
856,0-203-0-11514,T,1792,21:00,MAX,26.5,,,
860,0-203-0-11514,T,1792,21:00,MIN,-13.7,,,
864,0-203-0-11514,T,1793,AVG,AVG,10.6,,,
868,0-203-0-11514,T,1793,AVG,MAX,28.8,,,
872,0-203-0-11514,T,1793,AVG,MIN,-17.0,,,
876,0-203-0-11514,T,1793,07:00,AVG,8.8,,,
880,0-203-0-11514,T,1793,07:00,MAX,25.8,,,
884,0-203-0-11514,T,1793,07:00,MIN,-20.1,,,
888,0-203-0-11514,T,1793,14:00,AVG,13.0,,,
892,0-203-0-11514,T,1793,14:00,MAX,36.2,,,
896,0-203-0-11514,T,1793,14:00,MIN,-14.3,,,
900,0-203-0-11514,T,1793,21:00,AVG,10.2,,,
904,0-203-0-11514,T,1793,21:00,MAX,26.6,*,,
908,0-203-0-11514,T,1793,21:00,MIN,-18.7,,,
912,0-203-0-11514,T,1794,AVG,AVG,11.5,,,
916,0-203-0-11514,T,1794,AVG,MAX,27.2,,,
920,0-203-0-11514,T,1794,AVG,MIN,-6.9,,,
924,0-203-0-11514,T,1794,07:00,AVG,9.6,,,
928,0-203-0-11514,T,1794,07:00,MAX,24.8,,,
932,0-203-0-11514,T,1794,07:00,MIN,-9.1,,,
936,0-203-0-11514,T,1794,14:00,AVG,14.0,,,
940,0-203-0-11514,T,1794,14:00,MAX,32.1,,,
944,0-203-0-11514,T,1794,14:00,MIN,-5.8,,,
948,0-203-0-11514,T,1794,21:00,AVG,11.2,,,
952,0-203-0-11514,T,1794,21:00,MAX,27.6,,,
956,0-203-0-11514,T,1794,21:00,MIN,-8.2,,,
960,0-203-0-11514,T,1795,AVG,AVG,10.0,,,
964,0-203-0-11514,T,1795,AVG,MAX,25.0,,,
968,0-203-0-11514,T,1795,AVG,MIN,-19.6,,,
972,0-203-0-11514,T,1795,07:00,AVG,8.0,,,
976,0-203-0-11514,T,1795,07:00,MAX,21.3,,,
980,0-203-0-11514,T,1795,07:00,MIN,-22.6,,,
984,0-203-0-11514,T,1795,14:00,AVG,12.7,,,
988,0-203-0-11514,T,1795,14:00,MAX,31.0,,,
992,0-203-0-11514,T,1795,14:00,MIN,-17.3,,,
996,0-203-0-11514,T,1795,21:00,AVG,9.7,,,
1000,0-203-0-11514,T,1795,21:00,MAX,24.5,,,
1004,0-203-0-11514,T,1795,21:00,MIN,-19.3,,,
1008,0-203-0-11514,T,1796,AVG,AVG,10.1,,,
1012,0-203-0-11514,T,1796,AVG,MAX,24.3,,,
1016,0-203-0-11514,T,1796,AVG,MIN,-9.8,,,
1020,0-203-0-11514,T,1796,07:00,AVG,8.2,,,
1024,0-203-0-11514,T,1796,07:00,MAX,23.0,,,
1028,0-203-0-11514,T,1796,07:00,MIN,-15.7,,,
1032,0-203-0-11514,T,1796,14:00,AVG,12.8,,,
1036,0-203-0-11514,T,1796,14:00,MAX,30.1,,,
1040,0-203-0-11514,T,1796,14:00,MIN,-8.5,,,
1044,0-203-0-11514,T,1796,21:00,AVG,9.7,,,
1048,0-203-0-11514,T,1796,21:00,MAX,24.0,,,
1052,0-203-0-11514,T,1796,21:00,MIN,-9.1,,,
1056,0-203-0-11514,T,1797,AVG,AVG,11.0,,,
1060,0-203-0-11514,T,1797,AVG,MAX,25.7,,,
1064,0-203-0-11514,T,1797,AVG,MIN,-4.7,,,
1068,0-203-0-11514,T,1797,07:00,AVG,9.0,,,
1072,0-203-0-11514,T,1797,07:00,MAX,23.6,,,
1076,0-203-0-11514,T,1797,07:00,MIN,-6.0,,,
1080,0-203-0-11514,T,1797,14:00,AVG,13.8,,,
1084,0-203-0-11514,T,1797,14:00,MAX,31.6,,,
1088,0-203-0-11514,T,1797,14:00,MIN,-3.0,,,
1092,0-203-0-11514,T,1797,21:00,AVG,10.7,,,
1096,0-203-0-11514,T,1797,21:00,MAX,25.3,,,
1100,0-203-0-11514,T,1797,21:00,MIN,-5.6,,,
1104,0-203-0-11514,T,1798,AVG,AVG,10.7,,,
1108,0-203-0-11514,T,1798,AVG,MAX,27.8,,,
1112,0-203-0-11514,T,1798,AVG,MIN,-18.8,,,
1116,0-203-0-11514,T,1798,07:00,AVG,8.5,,,
1120,0-203-0-11514,T,1798,07:00,MAX,23.4,*,,
1124,0-203-0-11514,T,1798,07:00,MIN,-21.9,,,
1128,0-203-0-11514,T,1798,14:00,AVG,13.3,,,
1132,0-203-0-11514,T,1798,14:00,MAX,31.3,,,
1136,0-203-0-11514,T,1798,14:00,MIN,-15.6,,,
1140,0-203-0-11514,T,1798,21:00,AVG,10.4,,,
1144,0-203-0-11514,T,1798,21:00,MAX,28.7,*,,
1148,0-203-0-11514,T,1798,21:00,MIN,-21.0,,,
1152,0-203-0-11514,T,1799,AVG,AVG,7.7,,,
1156,0-203-0-11514,T,1799,AVG,MAX,25.0,,,
1160,0-203-0-11514,T,1799,AVG,MIN,-21.3,*,,
1164,0-203-0-11514,T,1799,07:00,AVG,5.8,,,
1168,0-203-0-11514,T,1799,07:00,MAX,21.7,,,
1172,0-203-0-11514,T,1799,07:00,MIN,-24.6,*,,
1176,0-203-0-11514,T,1799,14:00,AVG,10.4,,,
1180,0-203-0-11514,T,1799,14:00,MAX,31.1,,,
1184,0-203-0-11514,T,1799,14:00,MIN,-18.4,,,
1188,0-203-0-11514,T,1799,21:00,AVG,7.3,,,
1192,0-203-0-11514,T,1799,21:00,MAX,24.8,,,
1196,0-203-0-11514,T,1799,21:00,MIN,-21.4,*,,
1200,0-203-0-11514,T,1800,AVG,AVG,10.1,,,
1204,0-203-0-11514,T,1800,AVG,MAX,26.7,*,,
1208,0-203-0-11514,T,1800,AVG,MIN,-11.7,,,
1212,0-203-0-11514,T,1800,07:00,AVG,7.8,,,
1216,0-203-0-11514,T,1800,07:00,MAX,23.6,,,
1220,0-203-0-11514,T,1800,07:00,MIN,-13.0,,,
1224,0-203-0-11514,T,1800,14:00,AVG,12.3,,,
1228,0-203-0-11514,T,1800,14:00,MAX,30.8,*,,
1232,0-203-0-11514,T,1800,14:00,MIN,-9.1,,,
1236,0-203-0-11514,T,1800,21:00,AVG,10.2,,,
1240,0-203-0-11514,T,1800,21:00,MAX,27.7,*,,
1244,0-203-0-11514,T,1800,21:00,MIN,-13.5,,,
1248,0-203-0-11514,T,1801,AVG,AVG,10.9,,,
1252,0-203-0-11514,T,1801,AVG,MAX,27.8,,,
1256,0-203-0-11514,T,1801,AVG,MIN,-8.7,,,
1260,0-203-0-11514,T,1801,07:00,AVG,9.0,,,
1264,0-203-0-11514,T,1801,07:00,MAX,21.3,,,
1268,0-203-0-11514,T,1801,07:00,MIN,-13.2,,,
1272,0-203-0-11514,T,1801,14:00,AVG,13.4,,,
1276,0-203-0-11514,T,1801,14:00,MAX,33.2,,,
1280,0-203-0-11514,T,1801,14:00,MIN,-6.7,*,,
1284,0-203-0-11514,T,1801,21:00,AVG,10.7,,,
1288,0-203-0-11514,T,1801,21:00,MAX,28.6,,,
1292,0-203-0-11514,T,1801,21:00,MIN,-9.5,,,
1296,0-203-0-11514,T,1802,AVG,AVG,10.2,,,
1300,0-203-0-11514,T,1802,AVG,MAX,28.6,,,
1304,0-203-0-11514,T,1802,AVG,MIN,-15.5,,,
1308,0-203-0-11514,T,1802,07:00,AVG,7.9,,,
1312,0-203-0-11514,T,1802,07:00,MAX,24.0,,,
1316,0-203-0-11514,T,1802,07:00,MIN,-17.5,,,
1320,0-203-0-11514,T,1802,14:00,AVG,13.1,,,
1324,0-203-0-11514,T,1802,14:00,MAX,34.4,,,
1328,0-203-0-11514,T,1802,14:00,MIN,-12.3,,,
1332,0-203-0-11514,T,1802,21:00,AVG,9.9,,,
1336,0-203-0-11514,T,1802,21:00,MAX,28.5,,,
1340,0-203-0-11514,T,1802,21:00,MIN,-16.0,,,
1344,0-203-0-11514,T,1803,AVG,AVG,9.2,,,
1348,0-203-0-11514,T,1803,AVG,MAX,25.9,,,
1352,0-203-0-11514,T,1803,AVG,MIN,-12.4,,,
1356,0-203-0-11514,T,1803,07:00,AVG,7.1,,,
1360,0-203-0-11514,T,1803,07:00,MAX,23.1,,,
1364,0-203-0-11514,T,1803,07:00,MIN,-16.0,,,
1368,0-203-0-11514,T,1803,14:00,AVG,11.9,,,
1372,0-203-0-11514,T,1803,14:00,MAX,31.6,,,
1376,0-203-0-11514,T,1803,14:00,MIN,-9.0,,,
1380,0-203-0-11514,T,1803,21:00,AVG,8.9,,,
1384,0-203-0-11514,T,1803,21:00,MAX,25.3,,,
1388,0-203-0-11514,T,1803,21:00,MIN,-13.4,,,
1392,0-203-0-11514,T,1804,AVG,AVG,9.6,,,
1396,0-203-0-11514,T,1804,AVG,MAX,26.6,,,
1400,0-203-0-11514,T,1804,AVG,MIN,-16.9,,,
1404,0-203-0-11514,T,1804,07:00,AVG,7.7,,,
1408,0-203-0-11514,T,1804,07:00,MAX,23.8,,,
1412,0-203-0-11514,T,1804,07:00,MIN,-17.5,,,
1416,0-203-0-11514,T,1804,14:00,AVG,12.3,,,
1420,0-203-0-11514,T,1804,14:00,MAX,31.0,,,
1424,0-203-0-11514,T,1804,14:00,MIN,-15.4,,,
1428,0-203-0-11514,T,1804,21:00,AVG,9.2,,,
1432,0-203-0-11514,T,1804,21:00,MAX,26.5,,,
1436,0-203-0-11514,T,1804,21:00,MIN,-17.4,,,
1440,0-203-0-11514,T,1805,AVG,AVG,8.1,,,
1444,0-203-0-11514,T,1805,AVG,MAX,23.9,,,
1448,0-203-0-11514,T,1805,AVG,MIN,-17.9,,,
1452,0-203-0-11514,T,1805,07:00,AVG,6.1,,,
1456,0-203-0-11514,T,1805,07:00,MAX,21.4,,,
1460,0-203-0-11514,T,1805,07:00,MIN,-20.5,,,
1464,0-203-0-11514,T,1805,14:00,AVG,10.7,,,
1468,0-203-0-11514,T,1805,14:00,MAX,28.2,,,
1472,0-203-0-11514,T,1805,14:00,MIN,-15.8,,,
1476,0-203-0-11514,T,1805,21:00,AVG,7.8,,,
1480,0-203-0-11514,T,1805,21:00,MAX,24.7,,,
1484,0-203-0-11514,T,1805,21:00,MIN,-18.6,,,
1488,0-203-0-11514,T,1806,AVG,AVG,11.1,,,
1492,0-203-0-11514,T,1806,AVG,MAX,24.7,,,
1496,0-203-0-11514,T,1806,AVG,MIN,-2.4,,,
1500,0-203-0-11514,T,1806,07:00,AVG,9.1,,,
1504,0-203-0-11514,T,1806,07:00,MAX,22.6,,,
1508,0-203-0-11514,T,1806,07:00,MIN,-6.3,,,
1512,0-203-0-11514,T,1806,14:00,AVG,13.7,,,
1516,0-203-0-11514,T,1806,14:00,MAX,28.5,,,
1520,0-203-0-11514,T,1806,14:00,MIN,-1.0,,,
1524,0-203-0-11514,T,1806,21:00,AVG,10.7,,,
1528,0-203-0-11514,T,1806,21:00,MAX,24.7,,,
1532,0-203-0-11514,T,1806,21:00,MIN,-2.8,,,
1536,0-203-0-11514,T,1807,AVG,AVG,10.8,,,
1540,0-203-0-11514,T,1807,AVG,MAX,28.2,,,
1544,0-203-0-11514,T,1807,AVG,MIN,-3.7,,,
1548,0-203-0-11514,T,1807,07:00,AVG,8.7,,,
1552,0-203-0-11514,T,1807,07:00,MAX,23.9,,,
1556,0-203-0-11514,T,1807,07:00,MIN,-6.5,,,
1560,0-203-0-11514,T,1807,14:00,AVG,13.6,,,
1564,0-203-0-11514,T,1807,14:00,MAX,34.0,,,
1568,0-203-0-11514,T,1807,14:00,MIN,-2.8,,,
1572,0-203-0-11514,T,1807,21:00,AVG,10.5,,,
1576,0-203-0-11514,T,1807,21:00,MAX,29.5,,,
1580,0-203-0-11514,T,1807,21:00,MIN,-4.9,,,
1584,0-203-0-11514,T,1808,AVG,AVG,9.2,,,
1588,0-203-0-11514,T,1808,AVG,MAX,29.2,,,
1592,0-203-0-11514,T,1808,AVG,MIN,-17.8,,,
1596,0-203-0-11514,T,1808,07:00,AVG,7.0,,,
1600,0-203-0-11514,T,1808,07:00,MAX,25.2,,,
1604,0-203-0-11514,T,1808,07:00,MIN,-19.5,,,
1608,0-203-0-11514,T,1808,14:00,AVG,12.0,,,
1612,0-203-0-11514,T,1808,14:00,MAX,33.8,,,
1616,0-203-0-11514,T,1808,14:00,MIN,-14.9,,,
1620,0-203-0-11514,T,1808,21:00,AVG,8.9,,,
1624,0-203-0-11514,T,1808,21:00,MAX,30.0,,,
1628,0-203-0-11514,T,1808,21:00,MIN,-18.3,,,
1632,0-203-0-11514,T,1809,AVG,AVG,9.9,,,
1636,0-203-0-11514,T,1809,AVG,MAX,26.4,,,
1640,0-203-0-11514,T,1809,AVG,MIN,-14.1,*,,
1644,0-203-0-11514,T,1809,07:00,AVG,7.8,,,
1648,0-203-0-11514,T,1809,07:00,MAX,22.0,*,,
1652,0-203-0-11514,T,1809,07:00,MIN,-19.1,,,
1656,0-203-0-11514,T,1809,14:00,AVG,12.6,,,
1660,0-203-0-11514,T,1809,14:00,MAX,31.0,,,
1664,0-203-0-11514,T,1809,14:00,MIN,-15.0,,,
1668,0-203-0-11514,T,1809,21:00,AVG,9.6,,,
1672,0-203-0-11514,T,1809,21:00,MAX,27.0,,,
1676,0-203-0-11514,T,1809,21:00,MIN,-14.5,,,
1680,0-203-0-11514,T,1810,AVG,AVG,9.7,,,
1684,0-203-0-11514,T,1810,AVG,MAX,26.0,,,
1688,0-203-0-11514,T,1810,AVG,MIN,-12.1,,,
1692,0-203-0-11514,T,1810,07:00,AVG,7.3,,,
1696,0-203-0-11514,T,1810,07:00,MAX,22.0,,,
1700,0-203-0-11514,T,1810,07:00,MIN,-17.7,,,
1704,0-203-0-11514,T,1810,14:00,AVG,12.5,,,
1708,0-203-0-11514,T,1810,14:00,MAX,30.1,,,
1712,0-203-0-11514,T,1810,14:00,MIN,-9.8,,,
1716,0-203-0-11514,T,1810,21:00,AVG,9.4,,,
1720,0-203-0-11514,T,1810,21:00,MAX,26.0,,,
1724,0-203-0-11514,T,1810,21:00,MIN,-12.5,,,
1728,0-203-0-11514,T,1811,AVG,AVG,11.2,,,
1732,0-203-0-11514,T,1811,AVG,MAX,28.5,,,
1736,0-203-0-11514,T,1811,AVG,MIN,-15.1,,,
